state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,Year
Tamil Nadu,Chennai South,T. Ponnusamy,M,48,General,IND,Cutting Pliers,533,0,533,1795776,2014
Tamil Nadu,Chennai South,A. Magesh,M,31,General,IND,Funnel,121,0,121,1795776,2014
Tamil Nadu,Chennai South,Pon. Siva Kumar,M,39,SC,IND,Sewing Machine,271,0,271,1795776,2014
Tamil Nadu,Chennai South,S. Charumathi,F,39,SC,IND,Cake,256,1,257,1795776,2014
Tamil Nadu,Chennai South,S. Sesu Raj,M,44,General,IND,Batsman,203,0,203,1795776,2014
Tamil Nadu,Chennai South,K. Shankar,M,61,General,IND,Brush,498,0,498,1795776,2014
Tamil Nadu,Chennai South,Joseph Gunasekar,M,41,General,IND,Electric Pole,253,0,253,1795776,2014
Tamil Nadu,Chennai South,R. Kandasamy Alias Babu,M,47,General,APM,Ring,371,1,372,1795776,2014
Tamil Nadu,Chennai South,M. Jayaraman,M,41,General,IND,Gas Cylinder,191,1,192,1795776,2014
Tamil Nadu,Chennai South,T. K. Ramajayam,M,74,General,IND,Slate,1180,0,1180,1795776,2014
Tamil Nadu,Chennai South,NOTA,,,,NOTA,NOTA,20200,29,20229,1795776,2014
Tamil Nadu,Chennai Central,S. D. Krishnakumar,M,39,General,RPI(A),Sewing Machine,1527,1,1528,1328038,2014
Tamil Nadu,Chennai Central,S. R. Vijayakumar,M,40,General,ADMK,Two Leaves,333103,193,333296,1328038,2014
Tamil Nadu,Chennai Central,J. Prabhakar,M,58,General,AAAP,Broom,19515,38,19553,1328038,2014
Tamil Nadu,Chennai Central,B. Ambeth Venkatesh,M,52,SC,IND,Candles,387,3,390,1328038,2014
Tamil Nadu,Chennai Central,J. Constandine Ravindran,M,46,General,DMDK,Nagara,114759,39,114798,1328038,2014
Tamil Nadu,Chennai Central,Muralikrishnan (A) Samaran,M,27,SC,BSP,Elephant,2527,4,2531,1328038,2014
Tamil Nadu,Chennai Central,D. Babu,M,36,SC,IND,Batsman,261,0,261,1328038,2014
Tamil Nadu,Chennai Central,C. D. Meyyappan,M,51,General,INC,Hand,25963,18,25981,1328038,2014
Tamil Nadu,Chennai Central,Dayanidhi Maran,M,47,General,DMK,Rising Sun,286980,475,287455,1328038,2014
Tamil Nadu,Chennai Central,M. Prabakaran,M,40,General,IND,Brush,329,7,336,1328038,2014
Tamil Nadu,Chennai Central,M. Murugan,M,40,SC,IND,Chappals,696,1,697,1328038,2014
Tamil Nadu,Chennai Central,P. Manimaran,M,49,SC,IND,Black Board,391,0,391,1328038,2014
Tamil Nadu,Chennai Central,K. Raveendran,M,26,General,IND,Cauliflower,369,0,369,1328038,2014
Tamil Nadu,Chennai Central,D. Ramesh,M,52,General,IND,Balloon,259,0,259,1328038,2014
Tamil Nadu,Chennai Central,M. Mohamed Rasik,M,29,General,IND,Battery Torch,2015,4,2019,1328038,2014
Tamil Nadu,Chennai Central,V. Chandramohan,M,44,SC,IND,Brief Case,322,2,324,1328038,2014
Tamil Nadu,Chennai Central,T. Ravikumar,M,51,SC,IND,Table Lamp,971,2,973,1328038,2014
Tamil Nadu,Chennai Central,Auditor Gopinarayanan,M,58,General,MMKA,Bucket,805,0,805,1328038,2014
Tamil Nadu,Chennai Central,P. Ahila,F,62,General,IND,Ring,578,1,579,1328038,2014
Tamil Nadu,Chennai Central,Arundhathi Jaiganesh (A) S. Jaiganesh,M,42,SC,IND,Belt,389,1,390,1328038,2014
Tamil Nadu,Chennai Central,NOTA,,,,NOTA,NOTA,21933,26,21959,1328038,2014
Tamil Nadu,Sriperumbudur,Arul Anbarasu,M,42,General,INC,Hand,39008,7,39015,1946503,2014
Tamil Nadu,Sriperumbudur,Ramachandran K. N. Thiru,M,59,General,ADMK,Two Leaves,545643,177,545820,1946503,2014
Tamil Nadu,Sriperumbudur,Mohamed Abbas S. Thiru,M,35,General,BSP,Elephant,4975,2,4977,1946503,2014
Tamil Nadu,Sriperumbudur,Jagathrakshakan S. Thiru,M,66,General,DMK,Rising Sun,442906,268,443174,1946503,2014
Tamil Nadu,Sriperumbudur,Bharathi K. Thiru,M,33,SC,CPI(ML)(L),Flag with Three Stars,4739,4,4743,1946503,2014
Tamil Nadu,Sriperumbudur,Pulavar E. Su Mani Thiru,M,68,General,NOC,Candles,870,0,870,1946503,2014
Tamil Nadu,Sriperumbudur,Masilamani R. (Dr),M,63,General,MDMK,Top,187049,45,187094,1946503,2014
Tamil Nadu,Sriperumbudur,Vasigaran S. A. N. Thiru,M,50,General,AAAP,Broom,18953,10,18963,1946503,2014
Tamil Nadu,Sriperumbudur,Sridhar C. Thiru,M,33,General,UMK,Gas Cylinder,497,0,497,1946503,2014
Tamil Nadu,Sriperumbudur,Ayodhi L. (Dr),M,49,General,IND,Carrot,699,0,699,1946503,2014
Tamil Nadu,Sriperumbudur,Shanmugam K. Thiru,M,36,General,IND,Diesel Pump,291,0,291,1946503,2014
Tamil Nadu,Sriperumbudur,Shanmugam G. Thiru,M,70,SC,IND,Battery Torch,372,0,372,1946503,2014
Tamil Nadu,Sriperumbudur,Sampath K. Thiru,M,43,General,IND,Scissors,1301,0,1301,1946503,2014
Tamil Nadu,Sriperumbudur,Palani A. Thiru,M,34,SC,IND,Ring,781,0,781,1946503,2014
Tamil Nadu,Sriperumbudur,Bharathidasan R. Thiru,M,30,General,IND,Pot,811,0,811,1946503,2014
Tamil Nadu,Sriperumbudur,Pugazhendi A. Thiru,M,36,General,IND,Cup & Saucer,1726,0,1726,1946503,2014
Tamil Nadu,Sriperumbudur,Madhavaraj K. V. Thiru,M,47,General,IND,Table Lamp,1165,0,1165,1946503,2014
Tamil Nadu,Sriperumbudur,Ramesh Thiru,M,46,General,IND,Coconut,2782,0,2782,1946503,2014
Tamil Nadu,Sriperumbudur,Ramachandiran K. Thiru,M,42,SC,IND,Camera,791,0,791,1946503,2014
Tamil Nadu,Sriperumbudur,Rajagopal Mallar P. Thiru,M,64,SC,IND,Pen Nib with Seven Rays,2622,0,2622,1946503,2014
Tamil Nadu,Sriperumbudur,Sridhar M. Thiru,M,41,General,IND,Stool,477,0,477,1946503,2014
Tamil Nadu,Sriperumbudur,NOTA,,,,NOTA,NOTA,27669,7,27676,1946503,2014
Tamil Nadu,Kancheepuram,Sathiyaraj J. S.,M,34,SC,BSP,Elephant,6794,13,6807,1480123,2014
Tamil Nadu,Kancheepuram,Selvam G.,M,40,SC,DMK,Rising Sun,351851,678,352529,1480123,2014
Tamil Nadu,Kancheepuram,Maragatham K.,F,32,SC,ADMK,Two Leaves,499010,385,499395,1480123,2014
Tamil Nadu,Kancheepuram,Viswanathan P.,M,49,SC,INC,Hand,33266,47,33313,1480123,2014
Tamil Nadu,Kancheepuram,Sathya C. E.,M,50,SC,MDMK,Top,206880,200,207080,1480123,2014
Tamil Nadu,Kancheepuram,Ulaganathan A.,M,43,SC,IND,Ceiling Fan,1479,0,1479,1480123,2014
Tamil Nadu,Kancheepuram,Sathiyanathan N.,M,51,SC,IND,Kite,1088,1,1089,1480123,2014
Tamil Nadu,Kancheepuram,Srinivasan C.,M,61,SC,IND,Hat,1090,0,1090,1480123,2014
Tamil Nadu,Kancheepuram,Pargunan A.,M,27,SC,IND,Balloon,1367,1,1368,1480123,2014
Tamil Nadu,Kancheepuram,Balamurugan R.,M,29,SC,IND,Candles,2894,1,2895,1480123,2014
Tamil Nadu,Kancheepuram,Maragatham M.,F,37,SC,IND,Shuttle,3616,2,3618,1480123,2014
Tamil Nadu,Kancheepuram,NOTA,,,,NOTA,NOTA,17721,15,17736,1480123,2014
Tamil Nadu,Arakkonam,Hari G.,M,53,General,ADMK,Two Leaves,492667,867,493534,1401813,2014
Tamil Nadu,Arakkonam,Elango N. R.,M,47,General,DMK,Rising Sun,252073,695,252768,1401813,2014
Tamil Nadu,Arakkonam,Dass D.,M,43,SC,BSP,Elephant,7348,6,7354,1401813,2014
Tamil Nadu,Arakkonam,Rajesh R.,M,34,General,INC,Hand,56300,37,56337,1401813,2014
Tamil Nadu,Arakkonam,Rajesh S.,M,28,General,AAAP,Broom,4008,13,4021,1401813,2014
Tamil Nadu,Arakkonam,Velu R.,M,73,General,PMK,Mango,233390,372,233762,1401813,2014
Tamil Nadu,Arakkonam,Hari S.,M,25,General,IND,Coat,1458,0,1458,1401813,2014
Tamil Nadu,Arakkonam,Hari S.,M,40,General,IND,Brush,599,0,599,1401813,2014
Tamil Nadu,Arakkonam,Harikrishnan P.,M,28,General,IND,Carrot,541,0,541,1401813,2014
Tamil Nadu,Arakkonam,Arun N.,M,56,SC,IND,Scissors,610,0,610,1401813,2014
Tamil Nadu,Arakkonam,Ravi V.,M,48,SC,IND,Balloon,2198,0,2198,1401813,2014
Tamil Nadu,Arakkonam,Elango D.,M,49,General,IND,Battery Torch,517,0,517,1401813,2014
Tamil Nadu,Arakkonam,Elango N.,M,43,General,IND,Cup & Saucer,918,0,918,1401813,2014
Tamil Nadu,Arakkonam,Elangovan A.,M,33,General,IND,Table Lamp,804,0,804,1401813,2014
Tamil Nadu,Arakkonam,Elangovan D.,M,28,General,IND,Grapes,1553,3,1556,1401813,2014
Tamil Nadu,Arakkonam,Panchu Udayakumar,M,35,SC,IND,Electric Pole,6024,1,6025,1401813,2014
Tamil Nadu,Arakkonam,Gajendran S.,M,36,General,IND,Chappals,6570,0,6570,1401813,2014
Tamil Nadu,Arakkonam,Gopinathan G.,M,55,SC,IND,Chess Board,1955,0,1955,1401813,2014
Tamil Nadu,Arakkonam,Sadhu Muthu Kristnan E. Rajandran T. M. S.,M,53,SC,IND,Camera,484,0,484,1401813,2014
Tamil Nadu,Arakkonam,Shettu S.,M,41,SC,IND,Gas Cylinder,570,0,570,1401813,2014
Tamil Nadu,Arakkonam,Ravi N. D.,M,50,General,IND,Candles,470,1,471,1401813,2014
Tamil Nadu,Arakkonam,Vadivel A.,M,34,SC,IND,Batsman,1023,0,1023,1401813,2014
Tamil Nadu,Arakkonam,Viswanathan P.,M,42,General,IND,Ring,1434,0,1434,1401813,2014
Tamil Nadu,Arakkonam,Velu R.,M,31,SC,IND,Pot,747,0,747,1401813,2014
Tamil Nadu,Arakkonam,Velu D.,M,53,General,IND,Coconut,920,0,920,1401813,2014
Tamil Nadu,Arakkonam,Velu V.,M,47,SC,IND,Bread,783,0,783,1401813,2014
Tamil Nadu,Arakkonam,Sridhar R. S.,M,53,General,IND,Black Board,723,0,723,1401813,2014
Tamil Nadu,Arakkonam,NOTA,,,,NOTA,NOTA,10355,15,10370,1401813,2014
Tamil Nadu,Vellore,Shanmugam A. C.,M,63,General,BJP,Lotus,324058,268,324326,1312259,2014
Tamil Nadu,Vellore,Senguttuvan B.,M,57,General,ADMK,Two Leaves,383583,136,383719,1312259,2014
Tamil Nadu,Vellore,Vijay Elanchezian J.,M,32,General,INC,Hand,21641,9,21650,1312259,2014
Tamil Nadu,Vellore,Jayaprakash,M,35,SC,BSP,Elephant,2791,0,2791,1312259,2014
Tamil Nadu,Vellore,Abdul Rahman M.,M,54,General,IUML,Ladder,205239,657,205896,1312259,2014
Tamil Nadu,Vellore,Imdad Shariff A.,M,34,General,AAAP,Broom,3737,5,3742,1312259,2014
Tamil Nadu,Vellore,Gangadharan K.,M,40,General,TNMC,Frying Pan,429,1,430,1312259,2014
Tamil Nadu,Vellore,Nandha Kumar V.,M,32,General,SP,Bicycle,745,0,745,1312259,2014
Tamil Nadu,Vellore,George V. A.,M,57,General,BDBRAJP,Ceiling Fan,490,1,491,1312259,2014
Tamil Nadu,Vellore,Shareef Basha H.,M,36,General,SAP,Scissors,496,0,496,1312259,2014
Tamil Nadu,Vellore,Abdul Rahman N.,M,57,General,IND,Candles,581,0,581,1312259,2014
Tamil Nadu,Vellore,Abdul Rahman B.,M,57,General,IND,Cot,1052,0,1052,1312259,2014
Tamil Nadu,Vellore,Eswaran R.,M,49,General,IND,Ring,790,0,790,1312259,2014
Tamil Nadu,Vellore,Gangadaran K.,M,70,SC,IND,Glass Tumbler,991,0,991,1312259,2014
Tamil Nadu,Vellore,Kesavan M.,M,46,General,IND,Gas Cylinder,1708,0,1708,1312259,2014
Tamil Nadu,Vellore,Gopu C.,M,58,General,IND,Pen Nib with Seven Rays,6056,0,6056,1312259,2014
Tamil Nadu,Vellore,Govindan C.,M,44,ST,IND,Balloon,4169,0,4169,1312259,2014
Tamil Nadu,Vellore,Sivaprakasam R. S.,M,58,General,IND,Cake,3603,0,3603,1312259,2014
Tamil Nadu,Vellore,Sugumar K.,M,62,General,IND,Carrot,828,0,828,1312259,2014
Tamil Nadu,Vellore,Dhandapani M.,M,66,General,IND,Hat,558,0,558,1312259,2014
Tamil Nadu,Vellore,Thirupathy T.,M,66,General,IND,Pot,1293,0,1293,1312259,2014
Tamil Nadu,Vellore,Manimaran M.,M,26,SC,IND,Belt,430,0,430,1312259,2014
Tamil Nadu,Vellore,Lalitha K.,F,49,General,IND,Battery Torch,561,0,561,1312259,2014
Tamil Nadu,Vellore,Venkatesan R.,M,42,General,IND,Coconut,764,0,764,1312259,2014
Tamil Nadu,Vellore,NOTA,,,,NOTA,NOTA,7094,6,7100,1312259,2014
Tamil Nadu,Krishnagiri,Ashok Kumar K.,M,60,General,ADMK,Two Leaves,480441,50,480491,1379957,2014
Tamil Nadu,Krishnagiri,Chanbasha M.,M,50,General,BSP,Elephant,8617,1,8618,1379957,2014
Tamil Nadu,Krishnagiri,Chinna Pillappa P.,M,54,General,DMK,Rising Sun,273876,24,273900,1379957,2014
Tamil Nadu,Krishnagiri,Chellakumar Dr. A.,M,54,General,INC,Hand,38877,8,38885,1379957,2014
Tamil Nadu,Krishnagiri,Gowda Nsm,M,44,General,JD(S),A Lady Farmer Carrying Paddy on Her Head,3032,1,3033,1379957,2014
Tamil Nadu,Krishnagiri,Sundaram S.,M,56,General,UCPI,Ring,3665,0,3665,1379957,2014
Tamil Nadu,Krishnagiri,Mani G. K.,M,65,General,PMK,Mango,224920,43,224963,1379957,2014
Tamil Nadu,Krishnagiri,Muniraj K.,M,38,General,UMK,Gas Cylinder,2135,0,2135,1379957,2014
Tamil Nadu,Krishnagiri,Ashok Kumar A.,M,29,General,IND,Balloon,3875,0,3875,1379957,2014
Tamil Nadu,Krishnagiri,Gandhi Tvs,M,41,General,IND,Batsman,1519,0,1519,1379957,2014
Tamil Nadu,Krishnagiri,Saravanan V.,M,51,General,IND,Coconut,2737,0,2737,1379957,2014
Tamil Nadu,Krishnagiri,Soundarajan M.,M,33,General,IND,Ceiling Fan,1743,1,1744,1379957,2014
Tamil Nadu,Krishnagiri,Pattabirama C.,M,41,SC,IND,Candles,2015,0,2015,1379957,2014
Tamil Nadu,Krishnagiri,Virginiya Benatin Franciles,F,42,General,IND,Black Board,2530,0,2530,1379957,2014
Tamil Nadu,Krishnagiri,Vinothkumar P.,M,29,SC,IND,Brief Case,2261,0,2261,1379957,2014
Tamil Nadu,Krishnagiri,NOTA,,,,NOTA,NOTA,16014,6,16020,1379957,2014
Tamil Nadu,Dharmapuri,Thamaraiselvan R.,M,50,General,DMK,Rising Sun,180110,187,180297,1358273,2014
Tamil Nadu,Dharmapuri,Mohan P. S.,M,62,General,ADMK,Two Leaves,390718,330,391048,1358273,2014
Tamil Nadu,Dharmapuri,Rajinikanth S.,M,36,SC,BSP,Elephant,8179,1,8180,1358273,2014
Tamil Nadu,Dharmapuri,Rama Suganthan,M,43,General,INC,Hand,15450,5,15455,1358273,2014
Tamil Nadu,Dharmapuri,Anbumani Ramadoss,M,45,General,PMK,Mango,467775,419,468194,1358273,2014
Tamil Nadu,Dharmapuri,Savithiri K.,F,42,General,UMK,Gas Cylinder,3164,0,3164,1358273,2014
Tamil Nadu,Dharmapuri,Anguraj P.,M,44,General,IND,Balloon,3905,0,3905,1358273,2014
Tamil Nadu,Dharmapuri,Arivazhagan P.,M,44,General,IND,Coconut,2802,0,2802,1358273,2014
Tamil Nadu,Dharmapuri,Arivudainambi M.,M,50,General,IND,Cauliflower,1401,2,1403,1358273,2014
Tamil Nadu,Dharmapuri,Anbumani G.,F,28,General,IND,Grapes,1366,4,1370,1358273,2014
Tamil Nadu,Dharmapuri,Anandkumar K.,M,46,General,IND,Pot,1978,0,1978,1358273,2014
Tamil Nadu,Dharmapuri,Kumaran V.,M,44,General,IND,Battery Torch,2413,0,2413,1358273,2014
Tamil Nadu,Dharmapuri,Sambath M.,M,46,General,IND,Stethoscope,1310,0,1310,1358273,2014
Tamil Nadu,Dharmapuri,Natarajan R.,M,46,General,IND,Electric Pole,2199,0,2199,1358273,2014
Tamil Nadu,Dharmapuri,Padmarajan K. Dr.,M,55,General,IND,Ring,4934,0,4934,1358273,2014
Tamil Nadu,Dharmapuri,NOTA,,,,NOTA,NOTA,12681,12,12693,1358273,2014
Tamil Nadu,Tiruvannamalai,Annadurai C. N.,M,41,General,DMK,Rising Sun,330266,1879,332145,1352966,2014
Tamil Nadu,Tiruvannamalai,Subramaniyan A.,M,55,General,INC,Hand,17824,30,17854,1352966,2014
Tamil Nadu,Tiruvannamalai,Baskaran M. R.,M,49,SC,BSP,Elephant,4326,2,4328,1352966,2014
Tamil Nadu,Tiruvannamalai,Vanaroja R.,F,55,General,ADMK,Two Leaves,499337,1414,500751,1352966,2014
Tamil Nadu,Tiruvannamalai,Arumugam C.,M,38,General,SP,Bicycle,6275,3,6278,1352966,2014
Tamil Nadu,Tiruvannamalai,Ediroli Manian G.,M,51,General,PMK,Mango,157391,563,157954,1352966,2014
Tamil Nadu,Tiruvannamalai,Manikkavel M. R.,M,72,General,JD(S),A Lady Farmer Carrying Paddy on Her Head,1549,6,1555,1352966,2014
Tamil Nadu,Tiruvannamalai,Ravindran T.,M,35,General,TNMC,Pen Nib with Seven Rays,1998,1,1999,1352966,2014
Tamil Nadu,Tiruvannamalai,Annadurai A.,M,45,General,IND,Batsman,864,1,865,1352966,2014
Tamil Nadu,Tiruvannamalai,Annadurai B.,M,46,SC,IND,Whistle,1693,0,1693,1352966,2014
Tamil Nadu,Tiruvannamalai,Arunachalam P.,M,41,General,IND,Mixee,736,0,736,1352966,2014
Tamil Nadu,Tiruvannamalai,Aruljothi A.,F,34,General,IND,Battery Torch,904,0,904,1352966,2014
Tamil Nadu,Tiruvannamalai,Anbalagan D.,M,38,General,IND,Shuttle,1686,0,1686,1352966,2014
Tamil Nadu,Tiruvannamalai,Arumugam R.,M,35,General,IND,Neck Tie,971,2,973,1352966,2014
Tamil Nadu,Tiruvannamalai,Kamaraj M.,M,44,SC,IND,Electric Pole,1369,0,1369,1352966,2014
Tamil Nadu,Tiruvannamalai,Kothandapani B.,M,35,SC,IND,Scissors,4688,0,4688,1352966,2014
Tamil Nadu,Tiruvannamalai,Senthil S.,M,33,General,IND,Kite,3867,0,3867,1352966,2014
Tamil Nadu,Tiruvannamalai,Prabakaran L.,M,33,General,IND,Gas Cylinder,679,0,679,1352966,2014
Tamil Nadu,Tiruvannamalai,Murugan P.,M,32,SC,IND,Pot,988,3,991,1352966,2014
Tamil Nadu,Tiruvannamalai,Murugesan K.,M,51,General,IND,Coconut,10702,6,10708,1352966,2014
Tamil Nadu,Tiruvannamalai,Ramesh P.,M,33,General,IND,Balloon,2444,1,2445,1352966,2014
Tamil Nadu,Tiruvannamalai,Loganathan P.,M,36,SC,IND,Pressure Cooker,1729,0,1729,1352966,2014
Tamil Nadu,Tiruvannamalai,Velmurugan A.,M,38,General,IND,Dish Antenna,724,0,724,1352966,2014
Tamil Nadu,Tiruvannamalai,Vaithiyanathan S.,M,66,General,IND,Nail Cutter,931,0,931,1352966,2014
Tamil Nadu,Tiruvannamalai,NOTA,,,,NOTA,NOTA,9563,32,9595,1352966,2014
Tamil Nadu,Arani,V. Elumalai,M,58,General,ADMK,Two Leaves,501662,1059,502721,1369668,2014
Tamil Nadu,Arani,A. Ganesan,M,55,SC,BSP,Elephant,5568,5,5573,1369668,2014
Tamil Nadu,Arani,Sivanandam R.,M,65,General,DMK,Rising Sun,257516,1361,258877,1369668,2014
Tamil Nadu,Arani,M. K. Vishnu Prasad,M,42,General,INC,Hand,27679,38,27717,1369668,2014
Tamil Nadu,Arani,V. Anna Venkatesh,M,58,General,ADSMK,Candles,2369,3,2372,1369668,2014
Tamil Nadu,Arani,A. K. Moorthy,M,50,General,PMK,Mango,252310,1022,253332,1369668,2014
Tamil Nadu,Arani,K. Elumalai,M,48,General,IND,Electric Pole,1243,0,1243,1369668,2014
Tamil Nadu,Arani,S. Elumalai,M,60,General,IND,Kite,513,0,513,1369668,2014
Tamil Nadu,Arani,R. Saraswathi,F,41,SC,IND,Battery Torch,666,2,668,1369668,2014
Tamil Nadu,Arani,H. Senthilkumar,M,31,General,IND,Carrot,798,0,798,1369668,2014
Tamil Nadu,Arani,S. Senthilnathan,M,44,General,IND,Dao,1742,4,1746,1369668,2014
Tamil Nadu,Arani,M. Durairaj,M,55,SC,IND,Scissors,910,0,910,1369668,2014
Tamil Nadu,Arani,A. Mahadevan,M,31,General,IND,Table Lamp,1307,2,1309,1369668,2014
Tamil Nadu,Arani,S. Manikandan,M,36,General,IND,Pot,1952,0,1952,1369668,2014
Tamil Nadu,Arani,M. Munusamy,M,59,SC,IND,Coconut,2596,2,2598,1369668,2014
Tamil Nadu,Arani,K. Moorthy,M,38,General,IND,Ring,10258,5,10263,1369668,2014
Tamil Nadu,Arani,V. Moorthy,M,58,General,IND,Green Chilli,8059,0,8059,1369668,2014
Tamil Nadu,Arani,S. Ramamoorthy,M,38,General,IND,Balloon,1760,0,1760,1369668,2014
Tamil Nadu,Arani,P. Loganathan,M,35,General,IND,Gas Cylinder,4329,2,4331,1369668,2014
Tamil Nadu,Arani,NOTA,,,,NOTA,NOTA,9265,39,9304,1369668,2014
Tamil Nadu,Villupuram,Anandan G.,M,53,SC,CPM,"Hammer, Sickle and Star",17374,34,17408,1387007,2014
Tamil Nadu,Villupuram,Umasankar K.,M,39,SC,DMDK,Nagara,209162,501,209663,1387007,2014
Tamil Nadu,Villupuram,Karunsiruthai Kaliyamurthi G.,M,48,SC,BSP,Elephant,2677,6,2683,1387007,2014
Tamil Nadu,Villupuram,Muthaiyan K. Dr.,M,54,SC,DMK,Rising Sun,287834,1503,289337,1387007,2014
Tamil Nadu,Villupuram,Rani K.,F,55,SC,INC,Hand,21441,20,21461,1387007,2014
Tamil Nadu,Villupuram,Rajendran S.,M,57,SC,ADMK,Two Leaves,481296,1408,482704,1387007,2014
Tamil Nadu,Villupuram,Venkatesan M.,M,43,SC,CPI(ML)(L),Flag with Three Stars,3906,0,3906,1387007,2014
Tamil Nadu,Villupuram,Arasan K.,M,65,SC,IND,Hockey & Ball,811,0,811,1387007,2014
Tamil Nadu,Villupuram,Arumugam R.,M,44,SC,IND,Green Chilli,693,0,693,1387007,2014
Tamil Nadu,Villupuram,Umasankar M.,M,41,SC,IND,Cauliflower,1212,0,1212,1387007,2014
Tamil Nadu,Villupuram,Elumalai D.,M,44,SC,IND,Ceiling Fan,2337,0,2337,1387007,2014
Tamil Nadu,Villupuram,Kadrvel M.,M,44,SC,IND,Coconut,3430,0,3430,1387007,2014
Tamil Nadu,Villupuram,Srinivasan K.,M,60,SC,IND,Candles,2294,0,2294,1387007,2014
Tamil Nadu,Villupuram,Desingu K.,M,45,SC,IND,Pot,1607,0,1607,1387007,2014
Tamil Nadu,Villupuram,Devi S.,F,38,SC,IND,Sewing Machine,3443,0,3443,1387007,2014
Tamil Nadu,Villupuram,Muthaiyan N.,M,38,SC,IND,Shuttle,4780,0,4780,1387007,2014
Tamil Nadu,Villupuram,Muthiyan,M,60,SC,IND,Cake,1774,0,1774,1387007,2014
Tamil Nadu,Villupuram,Ramesh A.,M,34,SC,IND,Ring,2663,0,2663,1387007,2014
Tamil Nadu,Villupuram,Rajamanickam K.,M,41,SC,IND,Electric Pole,1197,0,1197,1387007,2014
Tamil Nadu,Villupuram,Venkatesan S.,M,42,SC,IND,Hat,2798,0,2798,1387007,2014
Tamil Nadu,Villupuram,NOTA,,,,NOTA,NOTA,11429,11,11440,1387007,2014
Tamil Nadu,Kallakurichi,Eswaran V. P.,M,69,General,DMDK,Nagara,164019,164,164183,1412499,2014
Tamil Nadu,Kallakurichi,Kamaraj K.,M,48,General,ADMK,Two Leaves,531365,2018,533383,1412499,2014
Tamil Nadu,Kallakurichi,Sakthivel S.,M,50,General,BSP,Elephant,5929,0,5929,1412499,2014
Tamil Nadu,Kallakurichi,Devadass R.,M,61,General,INC,Hand,39640,37,39677,1412499,2014
Tamil Nadu,Kallakurichi,Manimaran R.,M,51,General,DMK,Rising Sun,308537,1339,309876,1412499,2014
Tamil Nadu,Kallakurichi,Perumal A. K.,M,51,General,JMM(U),Bow & Arrow,3511,1,3512,1412499,2014
Tamil Nadu,Kallakurichi,Mohammed Yasin K.,M,35,General,AAAP,Broom,2905,5,2910,1412499,2014
Tamil Nadu,Kallakurichi,Ramachandiran T.,M,56,General,IND,Pot,1013,0,1013,1412499,2014
Tamil Nadu,Kallakurichi,Kamaraj R.,M,35,General,IND,Shuttle,1334,0,1334,1412499,2014
Tamil Nadu,Kallakurichi,Govindasamy A.,M,48,General,IND,Table Lamp,1015,0,1015,1412499,2014
Tamil Nadu,Kallakurichi,Sekar K.,M,59,General,IND,Candles,962,0,962,1412499,2014
Tamil Nadu,Kallakurichi,Narayansamy P.,M,43,General,IND,Dao,1684,0,1684,1412499,2014
Tamil Nadu,Kallakurichi,Pandian R.,M,48,General,IND,Mixee,1221,0,1221,1412499,2014
Tamil Nadu,Kallakurichi,Bojan G.,M,42,General,IND,Gas Cylinder,2255,0,2255,1412499,2014
Tamil Nadu,Kallakurichi,Mannan M. P.,M,53,General,IND,Hat,6186,0,6186,1412499,2014
Tamil Nadu,Kallakurichi,Madaiyan S.,M,48,General,IND,Pressure Cooker,7314,0,7314,1412499,2014
Tamil Nadu,Kallakurichi,Lakshmanan S.,M,60,General,IND,Batsman,3261,0,3261,1412499,2014
Tamil Nadu,Kallakurichi,Varadan M.,M,61,General,IND,Chappals,5054,0,5054,1412499,2014
Tamil Nadu,Kallakurichi,Vennila K.,F,44,General,IND,Sewing Machine,1097,0,1097,1412499,2014
Tamil Nadu,Kallakurichi,Velliyan K.,M,48,General,IND,Brief Case,946,0,946,1412499,2014
Tamil Nadu,Kallakurichi,Vetrivel K.,M,28,General,IND,Ceiling Fan,2029,0,2029,1412499,2014
Tamil Nadu,Kallakurichi,Shajahan A.,M,65,General,IND,Ring,1499,0,1499,1412499,2014
Tamil Nadu,Kallakurichi,NOTA,,,,NOTA,NOTA,10886,15,10901,1412499,2014
Tamil Nadu,Salem,Umarani S.,F,54,General,DMK,Rising Sun,288552,384,288936,1498350,2014
Tamil Nadu,Salem,Sudhish L. K.,M,47,General,DMDK,Nagara,201086,179,201265,1498350,2014
Tamil Nadu,Salem,Pannerselvam V.,M,55,General,ADMK,Two Leaves,556061,485,556546,1498350,2014
Tamil Nadu,Salem,Rangarajan Mohan Kumaramangalam,M,35,General,INC,Hand,46450,27,46477,1498350,2014
Tamil Nadu,Salem,Vinayagamoorthi T.,M,39,SC,BSP,Elephant,1617,2,1619,1498350,2014
Tamil Nadu,Salem,Shanmugam G.,M,44,General,MMKA,Bucket,1623,0,1623,1498350,2014
Tamil Nadu,Salem,Satheesh Kumar E.,M,39,General,AAAP,Broom,5180,18,5198,1498350,2014
Tamil Nadu,Salem,Mass Ganesh A.,M,53,General,TTNC,Batsman,474,0,474,1498350,2014
Tamil Nadu,Salem,Venkatesan R.,M,29,SC,RPI(A),Sewing Machine,623,0,623,1498350,2014
Tamil Nadu,Salem,M. Ahamed Shahjahan,M,45,General,IND,Gas Cylinder,528,1,529,1498350,2014
